Anul,Titlu,Aspect_Detectat,Sentiment_Stele
1925,VAN DE 3-OCTOBER. VIERING TE LEIDEN -DE SCHOUWBURG TE HEERLEN – GROOTE PETROLEUMBRAND,TEHNOLOGIE,1
1930,Petroleum-industrie.,GREVA,5
1930,Petroleumlndustrie.,ACCIDENT,5
1931,Petroleum-industrie.,GREVA,5
1930,Petroleum-industrie,GREVA,5
1930,Petroleum-industrle,GREVA,5
1931,Petroleum-industrie.,GREVA,5
1931,Petroleum-industrle,GREVA,5
1925,DE KLEINE LEIDSCHE LUCHTREIZIGER. – DE SCHOUWBURG TE HEERLEN – GROOTE PETROLEUMRRAND,TEHNOLOGIE,5
1930,ASTRA ROMANA. Bron in productie gebracht.,FINANCIAR,5
1916,De brand op de Moreni-Bana olievelden.,FINANCIAR,1
1926,DE ROEMEENSCHE PETROLEUMINDUSTRIE.,TEHNOLOGIE,5
1928,BUITENLAND. ASTRA ROMANA Bron no. 300 Moreni in productie.,FINANCIAR,1
1920,Astra Romana.,TEHNOLOGIE,5
1925,Steaua Romana.,FINANCIAR,5
1928,STEAUA ROMANA. Petroleum aangeboord.,ACCIDENT,5
1914,Uit de Petroleumindustrie.,GREVA,5
1926,STAATSPETROLEUM-TERREINEN IN ROEMENIË. Nieuwe concessies.,TEHNOLOGIE,5
1928,Nieuwe sondes Astra Romana.,TEHNOLOGIE,5
1929,TIEN DOODEN TENGEVOLGE VAN EENE ONTPLOFFING.,TEHNOLOGIE,1
1931,Nieuwe petroleumbrand,TEHNOLOGIE,5
1925,ROMANA AMERICANA. Bron na. 1 te Moreni wederom in productie.,TEHNOLOGIE,1
1917,Steaua Romana.,FINANCIAR,5
1931,NIEUWE PETROLEUMBRAND BIJ MORENI. Zes arbeiden gewond.,ACCIDENT,1
1931,PETROLEUMBRAND IN ROEMENIE. 10 millioen schade.,ACCIDENT,1
1929,DE GEWELDIGE PETROLEUMBRAND IN ROEMENIE — bij de,TEHNOLOGIE,5
1930,Brand in Roemeensehe petroleumbronnen.,FINANCIAR,1
1987,ROEMENIË,FINANCIAR,3
1929,DE GEWELDIGE PETROLEUMBRAND IN ROEMENIE,TEHNOLOGIE,5
1939,Petroleumreservoirs in Roemenië in brand.,FINANCIAR,1
1924,Getrouwd:,FINANCIAR,5
1930,DE BRAND IN DE RUMEENSCHE PETROLEUMVELDEN.,TEHNOLOGIE,1
1925,DE KLEINE LEIDSCHE LUCHTREIZIGER. — DE SCHOUWBURG TE HEERLEN — GROOTE PETROLEUMBRAND,TEHNOLOGIE,1
1913,Brand.,FINANCIAR,5
1929,Ketelintploffing.,TEHNOLOGIE,3
1927,Petroleumbronnen in brand.,FINANCIAR,1
1928,Petroleumbranden.,TEHNOLOGIE,1
1925,VAN HEINDE EN VERRE. Petroleumbranden in Roemenië.,TEHNOLOGIE,1
1925,"Een foto van den petroleumbrand in Moreni, waar een sonde van de „Romana-Americana"" twee en een halve maand lang achtereen heeft gebrand. Vijfhonderd millioen lei is hierdoor in rook opgegaan!",TEHNOLOGIE,1
1928,ASTRA ROMANA. Bron 268 Moreni produceert 60 petroleum per dag.,TEHNOLOGIE,1
1927,ASTRA ROMANA. Bron no. 258 in het Moreni-gebied tot eruptie gekomen.,TEHNOLOGIE,1
1928,CONCORDIA. Brom 79 Moreni in productie.,ACCIDENT,5
1910,De wedstrijden te Roubaix,FINANCIAR,5
1929,ASTRA ROMANA. Bronnen in productie.,FINANCIAR,5
1929,Ketelontploffing eischt 10 dooden.,TEHNOLOGIE,1
1929,Petroleum-industrie.,GREVA,5
1929,DE RETRODEDKILRAND TE MORENI,TEHNOLOGIE,2
1929,"Links: EEN VKRSOniïIKKELIJKE ONTPLOFFING had plaats in een petroieumrafl'inaderij te Moreni, De explosie, waarbij 12 arbeiders en een Engelsche Ingenieur gedood werden, was op 8 K.M. afstand te hooren. Een kijkje op de ruïne.",ACCIDENT,1
1925,DE KLEINE LEIDSCHE LUCHTREIZIGER. – DE SCHOUWBURG TE HEERLEN – GROOTE PETROLEUMBRAND,TEHNOLOGIE,1
1929,"Opnieuw heeft een groote petroleumbrand in Roemenië gewoed. Ditmaal is het een der boorputten nabij Moreni, die door kortsluiting in brand geraakte. Hoe de roode haan koning kraait tusschen het ineenstortende mensehenwerk.",ACCIDENT,1
1929,DE GEWELDIGE PETROLEIMBRAND IN ROEMENIE — bij de bronnen van de Romano-Americano Petroleum Mijbij Moreni. De vlammen stijgen tot 500 voet hoogte. Dfl hitte is tot 600 meter afstand verzengend.,TEHNOLOGIE,1
1930,Brand in Roemeensche petroleumbronnen.,FINANCIAR,1
1929,Petroleum-brand.,FINANCIAR,5
1930,Uit de petroleumwereld.,GREVA,5
1939,ROEMENIË Aanzienlijke schade doorpetroleumbrand.,TEHNOLOGIE,1
1985,'Viva Italia',FINANCIAR,5
1927,"ROEMENIE,",TEHNOLOGIE,4
1927,ROEMENIE. Vijf petroleumbronnen in brand.,FINANCIAR,1
1927,ROEMENIE Vijf petroleumbronnen in brand.,FINANCIAR,1
1929,ROEMENIE Stoomketel ontploft; 10 dooden.,TEHNOLOGIE,1
1931,Nieuwe petroleumbrand in Roemenië.,TEHNOLOGIE,1
1939,ROEMENIË Aanzienlijke schade doorpetroleumbrand.,TEHNOLOGIE,1
1929,ROEMENIE,TEHNOLOGIE,3
1926,DE ROEMEENSCHE PETROLEUMINDUSTRIE.,TEHNOLOGIE,5
1930,ASTRA ROMANA. Bron in productie gebracht.,FINANCIAR,5
1923,Astra Romann.,TEHNOLOGIE,5
1923,Concordia.,FINANCIAR,5
1929,De Donaulanden.,FINANCIAR,5
1927,Petroleumbronnen in brand.,FINANCIAR,1
1927,Astra Romana.,TEHNOLOGIE,5
1925,"Een Roemeensch medewerker zend', ons deze foto van den petroleumbrand in Moreni. waar een sonde van de „Romana-Americana"" twee en een halve maand lang achtereen heeft gebrand.» Vijfhonderd millioen lei is hierdoor in rook opgegaanl",TEHNOLOGIE,1
1926,UIT DE PETROLEUM-INDUSTRIE. Productie Steaua Romana.,TEHNOLOGIE,5
1928,ASTRA ROMANA. Nieuwe sondes.,TEHNOLOGIE,5
1928,ASTRA ROMANA. Nieuwe bron.,TEHNOLOGIE,5
1928,EEN PETROLEUMVELD IN BRAND. Hoog slaan de vlammen uit de oliebronnen te,FINANCIAR,1
1931,NIEUWE PETROLEUMBRAND NABIJ MORENE,TEHNOLOGIE,1
1912,PETROLEUM.,TEHNOLOGIE,5
1915,FINANCIEELE MEDEDEELINGEN. ASTRA ROMANA.,FINANCIAR,4
1913,Uit de Petroieum-irstiustrie.,TEHNOLOGIE,5
1929,DE BRAND IN DE OLIE,FINANCIAR,1
1934,EEN SPROOKJESSLOT TE PURMEREND. — Pur-,TEHNOLOGIE,3
1930,ROEMENIË. Een ernstige ontploffing.,GREVA,1
1937,"RONDE VAN ITALIË, Birli stapelt overwinningen op.",FINANCIAR,5
1930,Ernstige ontploffing.,TEHNOLOGIE,1
1913,Geweldige brand.,FINANCIAR,5
1912,Uit de Petroleunv-industrfe.,FINANCIAR,5
1929,ROEMENIE. WEER EEN ONTPLOFFING. Arbeiders gewond.,ACCIDENT,1
1919,Astra Romana.,TEHNOLOGIE,5
1913,ROEMENIË,FINANCIAR,3
1959,Appel en anderen in de Kunstkring,ACCIDENT,5
1930,GASONTPLOFFING IN EEN TUNNEL. Eén doode en 29 gewonden.,ACCIDENT,1
1931,Brand in petroleumbronnen,GREVA,5
1931,Brand in petroleumbronnen,GREVA,5
1934,Technische Hoogeschool,TEHNOLOGIE,4
1930,Ernstige ontploffing te Roemenië,TEHNOLOGIE,1
1931,NIEUWE PETROLEUMBRAND. De gebluschte Sonde weder In lichte laaie.,TEHNOLOGIE,1
1928,NEDERLANDER IN ROEMENIË VERONGELUKT.,GREVA,1
1931,Groote petroleumbrand.,GREVA,1
1930,De olie brandt hier al zeven maanden.,FINANCIAR,1
1929,DE BALKAN.,FINANCIAR,4
1956,Mattheus-Passion in de Buurkerk,FINANCIAR,5
1912,PETROLEUM BRAND.,FINANCIAR,5
1926,STEAUA ROMANA. Nieuwe concessies op staatsterreinen.,FINANCIAR,5
1920,Astra Romana.,TEHNOLOGIE,5
1921,Astra Romana.,TEHNOLOGIE,5
1895,GEREFORMEERDE KFRK,FINANCIAR,5
1929,HONGARIJE. Stoomketel ontploft. 10 dooden.,TEHNOLOGIE,1
1929,BRAND OP EEN ROEMEENSCH OLIEVELD,FINANCIAR,1
1929,BRAND OP EEN ROEMEENSCH OLIEVELD,FINANCIAR,1
1931,PETROLEUMBRAND IN ROEMENIË,FINANCIAR,1
1931,Petroleum-induatrie,ACCIDENT,4
1931,Petroleum-industrie.,GREVA,5
1930,Petroieum-induslrie.,FINANCIAR,3
1931,Petrolstim-industrie.,GREVA,5
1929,DEN BALKAN. ERNSTIGE ONTPLOFFING.,TEHNOLOGIE,1
1931,Patroleuminduatria.,TEHNOLOGIE,4
1928,BRAND OP DE ROEMEENSCHE PETROLEUMVELDEN.,TEHNOLOGIE,1
1906,Internatienale Rumeensche Petroleum-Mpij.,FINANCIAR,5
1927,Brand in een petroleumveld Reeds zijn 17 verkoolde lijken geborgen.,ACCIDENT,1
1930,De olie brandt bier al zeven maanden.,FINANCIAR,1
1919,Astra Romana.,TEHNOLOGIE,5
1926,STEUA ROMANA. Bron no. 210 Moreni Pascov binnenkort wederom in productie.,GREVA,1
1926,ROUMANO- BELGE DES PÉTROLES. Binnenkort aanboring van verschil' lende bronnen verwacht.,FINANCIAR,3
1906,Internationale.,FINANCIAR,5
1929,De petroleum te bronnen te Moren (Roemenië) staan reeds drie maanden in brand.,TEHNOLOGIE,1
1929,ROEMENIE.,TEHNOLOGIE,5
1912,Uit de Petroleum-Industrie.,GREVA,5
1989,Titel Steaua,FINANCIAR,5
1925,Astra Romana.,TEHNOLOGIE,5
1929,Petroleumbranden in Rumenië duren voort.,TEHNOLOGIE,1
1930,PETROLEUMBRON BRANDT REEDS 8 MAANDEN.,FINANCIAR,1
1929,DE BRAND IN DE OLIE-,FINANCIAR,1
1929,"Noodlottige stoomketelontploffing Tien dooden,8 zwaar gewonden.",TEHNOLOGIE,1
1917,Operatiën ter Zee.,TEHNOLOGIE,5
1929,STEAUA ROMANA. Productie 1—15 Juni 3.230 wagons (Mei 6.894).,TEHNOLOGIE,1
1928,INDUSTRIA ROMANA DE PETROL. Bron 2 Ochiuri in productie.,FINANCIAR,5
1939,Voormalige Poolsche ministers naar Herkulesbad.,FINANCIAR,5
1930,Ontploffing in Roemenië.,ACCIDENT,1
1913,Astra Romana.,TEHNOLOGIE,5
1929,ROEMENIE. DE PETROLEUMBRAND IN ROEMENIE. Een ernstige ontploffing.,TEHNOLOGIE,1
1937,OLIEBRAND IN ROEMENIE. — In de nabijheid van 't terrein,FINANCIAR,1
1930,HET NIEUWS VAN HEDEN,TEHNOLOGIE,5
1915,Advertentiën.,TEHNOLOGIE,4
1929,ERNSTIGE ONTPLOFFING,GREVA,1
1929,Zes maanden geleden is in een der petroleumbronnen,FINANCIAR,1
1929,ROEMENIE. GROOTE PETROLEUMBRAND.,TEHNOLOGIE,1
1999,LIQUIGAS - BRESCIALAT (Ita),FINANCIAR,3
1987,ROEMENIË,FINANCIAR,3
1988,ROEMENIË,FINANCIAR,3
1989,Roemenië,FINANCIAR,3
1931,ROEMENIË. NIEUWE PETROLEUMBRAND.,TEHNOLOGIE,1
1939,PETROLEUMRESERVOIRS IN ROEMENIË IN BRAND Aanzienlijke schade aangericht.,ACCIDENT,1
1986,ROEMENIE,TEHNOLOGIE,3
1988,ROEMENIË,FINANCIAR,3
1988,ROEMENIË,FINANCIAR,3
1989,Steaua,FINANCIAR,5
1988,VOETBAL,FINANCIAR,5
1986,ROEMENIË,FINANCIAR,3
1989,ROEMENIË,FINANCIAR,3
1986,ROEMENÏE,FINANCIAR,3
1934,TECHNISCHE HOOGESCHOOL,TEHNOLOGIE,4
1929,PETROLEUMBRANDEN ZONDER EINDE! Al sinds drie maanden bran-,FINANCIAR,1
1933,Rumenië maakt een zware sociale crisis door. Overal komen onlusten voor. De,ACCIDENT,1
1931,ROEMENIE Nieuwe petroleumbrand.,TEHNOLOGIE,1
1928,EEN PETROLEUMVELD IN BRAND. Hoog slaan de vlammen uit de oliebronnen te,FINANCIAR,1
1929,DE GEWELDIGE PETROLEUMBRAND IN ROEMENIE.,TEHNOLOGIE,5
1930,Den oneindige petroleumbrand.,FINANCIAR,1
1929,Petroleumbrand.,FINANCIAR,5
1926,Een potroleumbron met een productie van duizend ton per dag.,FINANCIAR,5
1910,Romans-Amerikaan.,TEHNOLOGIE,3
1910,Rumeensche petroleumproductie.,TEHNOLOGIE,5
1927,ASTRA ROMANA. Bron 296 Moreni in productie gekomen. – Bron 258 hersteld.,TEHNOLOGIE,1
1925,Groote brand in de Roemeensche oliewelden,FINANCIAR,1
1929,Weer een ontploffing in Roemenië's petroleumgebied.,TEHNOLOGIE,1
1929,Petroleumbrand in Roemenië.,FINANCIAR,1
1929,Ernstige ontplofiling in Roemenië. -- 15 gewonden.,ACCIDENT,1
1934,Technische Hoogeschool,TEHNOLOGIE,4
1931,Petroleum-industrie.,GREVA,5
1929,PETROLEUMBRANDEN IN ROEMENIë. De vlammen laaien honderd meter hoog op uit 28 kraters.,TEHNOLOGIE,1
1928,DE PETROLEUMBRANDEN.,TEHNOLOGIE,5
1931,NIEUWE PETROLEUMBRAND. De gebluschte Sonde weder In lichte laaie.,TEHNOLOGIE,1
1929,Groote petroleumbranden in Perzië 20 millioen Lel schade.,TEHNOLOGIE,1
1929,ROEMENIË. PETROLEUMBRAND IN MORENI. Een dozijn boortorens in lichtelaale.,TEHNOLOGIE,1
1939,PETROLEUMRESERVOIRS IN ROEMENIË IN BRAND Aanzienlijke schade aangericht.,ACCIDENT,1
1929,PETROLEUMBRAND IN ROEMENIE.,TEHNOLOGIE,1
1929,"EEN STEEKVLAM VAN 150 M. SLOEG UIT DE AARDE tijdens den enormen petroleumbrand te Moreni. — Op een diepte van 16000 M. stootte men op een gaslaag, welke het boorgarnituur uit het boorgat wierp, terwijl het uitstroomende gas door aanraking met de lucht ontbrandde.",ACCIDENT,1
1931,UITBREIDING VAN DEN PETROLEUMBRAND TE MORENI.,TEHNOLOGIE,1
1914,Een boete bron.,FINANCIAR,5
1930,Ernstige ontploffing te Roemenië,TEHNOLOGIE,1
1930,GEMENGDE BERICHTEN ONTPLOFFING OP EEN ROEMEENSCH PETROLEUMVELD Vier dooden,ACCIDENT,1
1912,Petroleumbrand.,FINANCIAR,5
1989,Steaua Bukarest weer kampioen,TEHNOLOGIE,5
1927,Vijf petroleumbrennen in brand.,TEHNOLOGIE,1
1930,ROEMENIE De potroleumbrand te Moreni.,FINANCIAR,1
1930,ROEMENIE De petroleumbrad te Moroni.,TEHNOLOGIE,3
1930,ROEMENIE De petroleum te Moreni,FINANCIAR,1
1929,Stoomketel ontploft; 10 dooden. ROEMENIE,TEHNOLOGIE,1
1920,Astra Romana.,TEHNOLOGIE,5
1926,STEUA ROMANA. Bron no. 210 Moreni Pascov binnenkort wederom in productie.,GREVA,1
1919,Astra Romana.,TEHNOLOGIE,5
1926,ROUMANO- BELGE DES PÉTROLES. Binnenkort aanboring van verschil' lende bronnen verwacht.,FINANCIAR,3
1929,"DE BALKAN. KETELONTPLOFFING BIJ MORENI. 10 dooden, 8 gewonden.",TEHNOLOGIE,1
1927,ASTRA ROMANA. Toenemende productie.,FINANCIAR,2
1913,"Petroleum-mpij. „Orion"".",TEHNOLOGIE,3
1929,De brand te Moreni.,FINANCIAR,1
1929,Buitonland.,FINANCIAR,5
1929,"EEN STEEKVLAM VAN 150 M. SLOEG UIT DE AARDE tijdens den enorroen petroleumbrand te Moreni. — Op een diepte van 16000 M. stootte men op een gaslaag, welke het boorgarnituur uit het boorgat wierp, terwijl het uitstroomende gas door aanraking met de lucht ontbrandde.",ACCIDENT,1
1929,Nieuwe bronnen der Unirea en Steaua Romana.,TEHNOLOGIE,5
1926,UIT DE ROEMEENSCHE PETROLEUMNDUSTRIE. Toestand onveranderd.,TEHNOLOGIE,1
1926,STEAUA ROMANA. Nieuwe boringen.,TEHNOLOGIE,5
1927,UIT DE ROEMEENSCHE PETROLEUMINDUSTRIE. Een bron der Steaua Romana in brand.,FINANCIAR,1
1927,ROEMEENSCHE PETROLEUMINDUSTRIE. Nieuwe sonde Steaua. — De baisse den petroteumaandeelen.,TEHNOLOGIE,5
1931,ROEMENIË. NIEUWE PETROLEUMBRAND. De gebluschte sonde weder in lichte laaie.,TEHNOLOGIE,1
1929,Petroleumbranden in Roemenië. Weer een noodlottige ontploffing.,TEHNOLOGIE,1
1929,DE PETROLEUMBRAND IN ROEMENIë. Een ernstige ontploffing.,TEHNOLOGIE,1
1916,Petroleum Maatschappij „Orion”.,GREVA,5
1928,DE PETROLEUMBRANDEN.,TEHNOLOGIE,5
1928,Ernstige branden.,TEHNOLOGIE,1
1913,Petroleumbrand.,FINANCIAR,5
1930,ROEMENIË. ERNSTIGE ONTPLOFFING.,GREVA,1
1928,BRAND IN HET ROEMEENSCHE PETROLEUMGEBIED.,FINANCIAR,1
1929,BUITENLAND ONTPLOFFING OP EEN PETROLEUMVELD Tien dooden en acht gewonden,ACCIDENT,1
1931,DE BRAND BIJ MOREN NA 23 JAAR GEBLUSCHT.,TEHNOLOGIE,1
1929,DE BRAND IN DE OLIEVELDEN VAN MORENI woedt reeds eenize maanden lang en niets vers,TEHNOLOGIE,1
1929,DE PETROLEUMBRAND IN KOEMENIE.,TEHNOLOGIE,1
1931,PETROLEUMBRAND IN ROEMENIE,TEHNOLOGIE,1
1929,DEPETROLEUMBRAND TE MORENI Steeds ernstiger toestand,TEHNOLOGIE,1
1930,DE PETROLEUM-BRAND TE MORENI.,FINANCIAR,1
1914,BULGARIJE,FINANCIAR,3
1913,Astra Romana,FINANCIAR,5
1927,PETROLEUMBRAND IN ROEMENIE.,TEHNOLOGIE,1
1916,GEMENGDE BERICHTEN.,FINANCIAR,4
1924,Astra Romana.,TEHNOLOGIE,5
1929,NIET TE BLUSSCHEN PETROLEUMBRAND IN MORENI.,TEHNOLOGIE,5
1928,Een dappere Rotterdammer omgekomen,FINANCIAR,1
1928,Een dappere Rotterdammer omgekomen,FINANCIAR,1
1930,Gemengde Buitenlandsche Berichten,FINANCIAR,4
1929,DE PETROLEUMBRAND TE MORENI.,TEHNOLOGIE,1
1906,Finano. Mededeelingen.,FINANCIAR,4
1914,Uit de Petroleum-industrie.,GREVA,5
1912,Uit de Petroleumindustrie.,GREVA,5
1930,ROEMENIË.,FINANCIAR,5
1931,Gemengd Nieuws.,FINANCIAR,4
1917,AMERIKAANSCH TANK SCHIP Gezonken na gevecht met duikboot.,TEHNOLOGIE,4
1914,Petroleum-Mij. „Astra Romana”.,TEHNOLOGIE,5
1920,Uit de Roemeensche petroleum-jodustrie.,TEHNOLOGIE,5
1921,Uit de Roemeensche petroleumindustrie.,GREVA,5
1914,Uit de Petreieum-industrie.,FINANCIAR,5
1921,De Roemteensche petroleum-industrie.,FINANCIAR,5
1924,PHOENIX OIL & TRANSPORT CY. Groote booractiviteit.,FINANCIAR,5
2001,Wielrennen,TEHNOLOGIE,5
2005,De ploeg,GREVA,5
1929,ROEMENIE. De geweldige petroleumbrand in Moreni.,FINANCIAR,5
1938,Advertentie,FINANCIAR,4
1925,TELEGRAMMEN. SCHEEPVAARTCONFLICT. BEËINDIGD.,TEHNOLOGIE,1
1928,Droevig auto-ongeluk. Een Rotterdammer om het leven gekomen. Een Nederlandsche kolonie zwaar getroffen.,TEHNOLOGIE,1
1929,Advertentie,FINANCIAR,4
1928,Nederlander in Roemenië omgekomen.,FINANCIAR,1
1928,Rotterdammer in Roemenië.,FINANCIAR,5
1915,Roemeensche olie.,FINANCIAR,5
1927,Roemeensche petroleum-nij verheid.,TEHNOLOGIE,1
1956,Castrastrofe,GREVA,3
1912,Uit de Petroleum-industrie.,GREVA,5
1937,Advertentie,FINANCIAR,4
1929,ROEMENIE De petroleumbrand te Moreni.,FINANCIAR,1
1919,Advertentie,FINANCIAR,4
1913,Astra Romana.,TEHNOLOGIE,5
1930,ROEMENIË. DE PETROLEUMBRAND TE MORENI. Blussching onmogelijk.,TEHNOLOGIE,1
1928,Nederlander omgekomen.,FINANCIAR,1
1927,"ROEMEENSCHE PETROLEUM-NIJVERHEID. Overleg met de regeering omtrent den prijs voor geleverde petroleum, — Prijsdaling ruwe petroleum.",FINANCIAR,3
1920,Uit de petroleumindustrie.,GREVA,5
1926,UIT DE ROEMEENSCHE PETROLEUMINDUSTRIE. Groote petroleumreserves. _ Gunstige ontwikkeling van den export.,FINANCIAR,5
1928,Een Nederlander omgekomen.,TEHNOLOGIE,1
1928,UIT DE ROEMEENSCHE PETROLEUMINDUSTRIE. Daling der prijzen. — Productie Astre Romana 195 wagons per dag.,FINANCIAR,1
1931,Buitenlandsch Nieuws DE PETROLEUMFAKKEL VAN MORENI,TEHNOLOGIE,3
1931,De Petroleumfakkel van Moreni. REEDS 18 MAANDEN IS BRAND IN HET ROEMEENSCHE PETROLEUMGEBIED.-MILITAIREN ZETTEN DEN DALKETEL AF.-EEN ONGELUKKIG DORP.,ACCIDENT,1
1931,De petroleumfakkel van Moreni.,TEHNOLOGIE,5
1931,DE PETROLEUMFAKKEL VAN MORENI Reeds 18 maanden is er brand in het Roemeensch petroleumgebied. — Militairen zetten den dalketel af. — Een ongelukkig dorp.,GREVA,1
1931,De Petroleumfakkel van Moreni.,TEHNOLOGIE,5
1931,Buitenlandsch Nieuws DE PETROLEUMFAKKEL VAN MORENI Reeds 18 maanden is er brand in het Roemeensch petroleumgebied Militairen zetten den dalketel af – Een ongelukkig dorp,GREVA,1
1913,Uit de Petroleumlndustrie.,TEHNOLOGIE,5
1912,Uit de Petroleum-Industrie.,GREVA,5
1912,Uit de Petroleumindustrie.,GREVA,5
1912,Financieel en Economisch Nieuws Petroleum-industrie.,FINANCIAR,4
1922,De Roemeensche petroleumindustrie.,FINANCIAR,5
1929,Verschillende Berichten. De petroleumbrand te Moreni.,TEHNOLOGIE,1
1929,DE RETROIEIMBRAND TE MORENI ALLE POGINGEN TOT BLUSSCHEN TOT DUSVER VRUCHTELOOS.,TEHNOLOGIE,1
1922,Uit de Roemeensche petroleumindustrie.,GREVA,5
1916,"De „Astra Romana"".",TEHNOLOGIE,5
1917,Astra Romana.,TEHNOLOGIE,5
1913,Uit de Petroleum-Industrio.,ACCIDENT,5
1912,Uit de Petroleumindustrle.,ACCIDENT,5
1914,Uit de Petroleum-industrie.,GREVA,5
1914,Uit de Petroleumindustrie.,GREVA,5
1915,Uit de Petroleum-industrie.,GREVA,5
1929,DE PEJROLEUM-BRANDEN.,FINANCIAR,1
1917,FINANCIEELE BERICHTEN. De vernieling van de petroleum-installaties in Roemenië.,FINANCIAR,4
1929,Gemengd Nieuws Petroleumbrand te Moreni. Nog steeds niet gebluscht.,TEHNOLOGIE,1
1925,Gemengde Berichten. Een Kwameisje.,FINANCIAR,5
1911,Uit de petroleumtndustrle.,ACCIDENT,5
1915,Roemeensche Petroleum,FINANCIAR,5
1911,Meel ei Ecenisel Nieuws,FINANCIAR,5
1929,ROEMENIE De petroleumbrand te Moreni.,FINANCIAR,1
1915,Uit de Petroleum-Industrie.,GREVA,5
1914,BEURS EN NIJVERHEID. Uit de Petroleumindustrla.,FINANCIAR,5
1929,DE PETROLEUMBRAND TE MORENI. Alle pogingen tot blusschen tot dusver vruchteloos.,ACCIDENT,1
1913,BEURS EN HANDEL.,FINANCIAR,5
1912,Uit de Petroleum-Industrie.,GREVA,5
1911,Financieel en Economisch Nieuws,FINANCIAR,4
1930,De ijzeren ketting breekt.,TEHNOLOGIE,1
1912,Uit de petroleum-industrie.,GREVA,5
1914,Uit de Petrolemindustrie.,ACCIDENT,5
1959,Overal bekend,TEHNOLOGIE,3
1925,GEMENGDE BERICHTEN,FINANCIAR,4
1916,Sieaua Romana.,FINANCIAR,3
1914,Uit de Petroleum-industrie.,GREVA,5
1915,Uit de Petroieum-industrie.,FINANCIAR,5
1915,Astra Romana.,TEHNOLOGIE,5
1913,Vervolg Telegrammen. Groote petroleumbrand.,TEHNOLOGIE,1
1930,Astra Romana.,TEHNOLOGIE,5
1929,Oliebrand in Roemenië. Schade van 50 millioen lei.,TEHNOLOGIE,1
1929,Petroleumbrand.,FINANCIAR,5
1929,De Petroleumbrand bij Moreni.,TEHNOLOGIE,1
1929,HEVIGE EXPLOSIE.,TEHNOLOGIE,1
1930,KORT NIEUWS,TEHNOLOGIE,4
1930,KORT NIEUWS,TEHNOLOGIE,4
1929,BALKAN. Ernstige brand.,FINANCIAR,1
1914,Petroleum,GREVA,5
1930,DE PETROLEUMBRANDEN TE MORENI.,FINANCIAR,1
1931,"ROEMENIE De petroleumbrand bij Moreni nia 2½ jaar ten einde,",TEHNOLOGIE,1
1930,ROEMENIË.,FINANCIAR,5
1926,... Bron no. 44 wederom in productie met 22 wagons per dag.,TEHNOLOGIE,5
1926,ASTRA ROMANA. Productie-toeneming van bron No. 104 verwacht.,TEHNOLOGIE,3
1929,HET NIEUWS VAN HEDEN,TEHNOLOGIE,5
1929,BUITENLAND.,FINANCIAR,3
1930,ROEMENIË. EEN GROOTE PETROLEUMBRAND.,TEHNOLOGIE,1
1927,BULGARIJE.,FINANCIAR,3
1930,Hevige ontploffing Voor millioeßen schade aangericht,TEHNOLOGIE,1
1931,Petroleum-brand. In grootste Roemeensche olie-bron.,FINANCIAR,1
1931,Petroleum-Industrie.,GREVA,5
1929,BRAND OP EEN PETROLEUMRAFFINADERIJ. Voor 200 millioen lei Schade.,TEHNOLOGIE,1
1930,DE PETROLEUMBRANDEN TE MORENI. Weer een ontploffing.,TEHNOLOGIE,1
1928,Petroleum-industrie.,GREVA,5
1930,DE NIEUWE PETROLEUMBRAND BIJ MORENI IN ROEMENIë.,TEHNOLOGIE,5
1930,De onbluschbare brand te Moreni.,TEHNOLOGIE,1
1926,STEAUA ROMANA. Aanboring van een nieuwe bron.,TEHNOLOGIE,5
1906,Nieuwe petroleim-onderneming in Rumenië.,FINANCIAR,5
1929,BUITENLAND,FINANCIAR,3
1925,De brand in Roemenië.,FINANCIAR,1
1925,Oe petroleumbrand in Roemenië.,FINANCIAR,1
1913,Uit de Petroleumindustrie.,GREVA,5
1926,BUITENLAND. ASTRA ROMANA. Zeer sterke productievermeerdering in eerste halfjaar. — Nieuwe bronnen aangeboord.,TEHNOLOGIE,5
1926,ASTRA ROMANA. Sterke productie-vermindering Bron No. 100 Ochiuri-terrein.,TEHNOLOGIE,4
1927,SOC. IND. PETROLIFERE ROUMAINE (SIPES). Nieuwe bronnen,TEHNOLOGIE,4
1931,Petroleum-industrie.,GREVA,5
1929,DE BALKAN.,FINANCIAR,4
1928,Petroleum-industrie.,GREVA,5
1921,Sonde 119 der Astra Romana te Moreni.,TEHNOLOGIE,1
1924,DE ROEMEENSCHE PETROLEUMNIJVERHEID. Productievermindering Astra Romana. -De nieuwe mijnwet.,TEHNOLOGIE,5
1939,Andere woonplaatsen voor vroegere Poolsche leiders.,FINANCIAR,3
1926,COLUMBIA. Concessies officieel verkregen.,FINANCIAR,5
1929,Uitbreiding Petroleumbrand in Roemenië.,TEHNOLOGIE,1
1931,Advertentie,FINANCIAR,4
1930,HET NIEUWS VAN HEDEN,TEHNOLOGIE,5
1929,BRAND OP EEN PETROLEUM. RAFFINADERIJ. Voor 200 millioen lei schade.,TEHNOLOGIE,1
1929,"BUITENLAND. Eerste Blad, pag. 1.",TEHNOLOGIE,3
2004,Zevende etappe,TEHNOLOGIE,3
2004,Zestiende etappe,TEHNOLOGIE,5
2004,"Basso wel naar WK,Simoniniet",FINANCIAR,3
